genreId,genreCat,month,day,year,revenue
99,Documentary,4,26,2014,0
18,Drama,7,3,2014,0
18,Drama,10,10,2014,13092000
18,Drama,6,5,2014,44349000
18,Drama,4,11,2014,2365467
35,Comedy,8,13,2014,136621271
18,Drama,1,18,2014,5284309
18,Drama,5,9,2014,0
878,Science Fiction,9,29,2015,0
16,Animation,11,5,2015,246233113
18,Drama,6,5,2015,0
18,Drama,9,18,2015,187674
28,Action,5,7,2015,0
18,Drama,4,24,2015,0
37,Western,10,9,2015,0
53,Thriller,1,23,2015,52425855
28,Action,4,1,2015,1506249360
53,Thriller,10,2,2015,0
99,Documentary,4,17,2015,0
28,Action,9,9,2015,311256926
10751,Family,10,27,2015,0
53,Thriller,8,7,2015,0
80,Crime,8,29,2015,0
18,Drama,9,11,2015,4842699
35,Comedy,6,25,2015,217022588
35,Comedy,12,25,2015,242786137
99,Documentary,9,4,2015,0
99,Documentary,2,9,2015,0
18,Drama,6,5,2015,0
27,Horror,5,8,2015,187112
35,Comedy,7,28,2015,104384188
18,Drama,2,8,2015,0
18,Drama,11,13,2015,0
18,Drama,11,12,2015,50363790
35,Comedy,3,5,2015,14431253
18,Drama,11,20,2015,0
27,Horror,10,16,2015,0
27,Horror,10,27,2015,0
53,Thriller,5,21,2015,0
18,Drama,10,2,2015,36606743
18,Drama,12,3,2015,0
18,Drama,2,20,2015,45710059
99,Documentary,7,31,2015,0
35,Comedy,7,17,2015,140795793
35,Comedy,3,26,2015,111811453
35,Comedy,2,20,2015,12314651
27,Horror,3,10,2015,0
35,Comedy,9,24,2015,194564672
27,Horror,8,19,2015,52882018
18,Drama,4,10,2015,61619773
35,Comedy,3,6,2015,0
18,Drama,11,25,2015,173567581
18,Drama,4,29,2016,0
35,Comedy,7,28,2016,183936074
18,Drama,7,29,2016,0
53,Thriller,5,5,2016,9930095
27,Horror,5,13,2016,320170008
27,Horror,4,21,2016,0
18,Drama,8,17,2016,94061311
14,Fantasy,2,25,2016,150680864
14,Fantasy,5,25,2016,299370084
878,Science Fiction,5,18,2016,543934787
18,Drama,8,26,2016,0
12,Adventure,9,9,2016,0
27,Horror,2,12,2016,0
28,Action,2,19,2016,46069568
18,Drama,3,17,2016,77000000
18,Drama,9,9,2016,15861566
18,Drama,7,8,2016,0
27,Horror,9,2,2016,0
35,Comedy,5,4,2016,108758521
35,Comedy,1,21,2016,94073028
28,Action,4,14,2016,14708696
18,Drama,9,16,2016,0
18,Drama,3,10,2016,6490401
27,Horror,5,3,2016,0
35,Comedy,2,6,2016,55969000
53,Thriller,5,12,2016,93282604
10751,Family,1,5,2016,0
35,Comedy,4,7,2016,78636257
18,Drama,4,1,2016,23507567
